dataset,selector,objective,solution_type,acc_mean,acc_std,rec_mean,rec_std,prec_mean,prec_std,f1_mean,f1_std,ddp_mean,ddp_std,deo_mean,deo_std
compas,zenith,ddp,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,ddp,post,0.6737627986348123,0.010589453851449415,0.6487918215613383,0.09348395967165482,0.6507726082149959,0.03705127151532323,0.6437142403685406,0.024502078341669647,0.17784663582624144,0.0178260261048971,0.15105092276144907,0.031094450599578535
compas,zenith,ddp + deo,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,ddp + deo,post,0.6773037542662116,0.007306381091883595,0.6198884758364313,0.07615089161118009,0.662506217624169,0.02942392393370374,0.6364513319508092,0.020836787628368957,0.18611424818194275,0.01052559391546331,0.15799726589200272,0.03128317549198982
compas,zenith,ddp_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,ddp_kl,post,0.6674061433447098,0.012144533198273098,0.7136617100371747,0.0897526837552171,0.6256874744905382,0.0365516045177278,0.6612864005323396,0.02319027020293977,0.17119318423452584,0.01781010284318086,0.12469810890863522,0.03424208421786431
compas,zenith,ddp_kl + deo_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,ddp_kl + deo_kl,post,0.6743174061433448,0.009013303663064432,0.662267657992565,0.09146377147713822,0.6470237544646423,0.03531801633563028,0.6488563127669218,0.025039997664936472,0.18081104962977315,0.01285485746489826,0.14222772841193893,0.036623323654207215
compas,zenith,deo,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,deo,post,0.6734215017064846,0.009747641253999304,0.6694237918215613,0.09233669486354927,0.6439973734454331,0.03588053836287197,0.6506565350074092,0.02527393688478273,0.17673997174273604,0.01607449629291351,0.13753702437912962,0.036881750916471334
compas,zenith,deo_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,zenith,deo_kl,post,0.6775597269624574,0.00791215950274439,0.617193308550186,0.07276104841062535,0.6635118043757602,0.02857730995485209,0.6357939885690774,0.01967767391513781,0.18412678911481048,0.013588230918716948,0.15945545682387788,0.02822505819833269
dutch,topsis,ddp,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,topsis,ddp,post,0.7603401585204755,0.06902739721956075,0.7080327868852458,0.20686605424652987,0.8128114988477252,0.10895600107583646,0.7214303250483741,0.14233819176967977,0.15482122913693616,0.04489639589112801,0.028984178197702083,0.027806504924864587
dutch,topsis,ddp + deo,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,topsis,ddp + deo,post,0.7305757375605461,0.09147090987647248,0.763523435696144,0.23253732327012977,0.7582341821161644,0.14078056089633,0.7131293933747318,0.1547505543937187,0.13286818460321398,0.05629940015039651,0.029245668103180168,0.03089020312331018
dutch,topsis,ddp_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,topsis,ddp_kl,post,0.7545178335535007,0.04888292638670884,0.7427568690833526,0.19564723310033205,0.7861666902303005,0.11880884263374308,0.7316927782749916,0.08897442181196474,0.1535473994850158,0.036093097849889094,0.021466914021050124,0.02155320883334163
dutch,topsis,ddp_kl + deo_kl,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
dutch,topsis,ddp_kl + deo_kl,post,0.771594011448701,0.0596904928876354,0.741867928884784,0.19267479319622235,0.8004049817840757,0.09452268820029944,0.7401241891071149,0.142782576094931,0.16137472273065706,0.0387617107286977,0.0342697574299616,0.028807837858247885
dutch,topsis,deo,baseline,0.80962131219727,0.0,0.7603324867236204,0.0,0.8264732456580666,0.0,0.7920244365875364,0.0,0.17618795371347018,0.0,0.05876755717194049,0.0
