dataset,selector,objective,run,solution_type,thresholds,acc,rec,prec,f1,ddp,deo
celeba,zenith,ddp + deo,8,post,"[0.7097558975219727, 0.18007121980190277]",0.8028720835398909,0.9359622253430793,0.7307260640593974,0.8207077440718313,0.1462419897460827,0.0726972347401752
celeba,zenith,ddp + deo,8,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,9,post,"[0.25534170866012573, 0.12136602401733398]",0.8328562518989974,0.9054970087691168,0.7821290415015044,0.8393038344454352,0.18486324281381977,0.10768718749612993
celeba,zenith,ddp + deo,9,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,10,post,"[0.5475625395774841, 0.15546530485153198]",0.809012841219836,0.9319923477568532,0.7395665145665146,0.824703631764608,0.1553267858574645,0.0782947277000492
celeba,zenith,ddp + deo,10,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,11,post,"[0.5012789964675903, 0.24536572396755219]",0.83398099136989,0.9033517267308777,0.7847659852443898,0.8398936908501133,0.18524151727431515,0.1092394242122624
celeba,zenith,ddp + deo,11,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,12,post,"[0.05551351234316826, 0.053750112652778625]",0.8522593404016013,0.8386615209386162,0.8524621488866658,0.8455055240303683,0.19397019725642006,0.15520122887014687
celeba,zenith,ddp + deo,12,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,13,post,"[0.5421958565711975, 0.2660627067089081]",0.8341035933027362,0.903130563634152,0.7850489748445205,0.8399600954418298,0.18501638305615303,0.10924286809350303
celeba,zenith,ddp + deo,13,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,14,post,"[0.11182425916194916, 0.11265570670366287]",0.8520781027617418,0.8336521767977795,0.8557579885351041,0.8445604561800522,0.19393568661135807,0.15740120094452015
celeba,zenith,ddp + deo,14,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,15,post,"[0.41308313608169556, 0.1051597073674202]",0.8030853042926668,0.9359179927237341,0.7309944550966472,0.8208599845790517,0.1463951893649873,0.07277606273536086
celeba,zenith,ddp + deo,15,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,16,post,"[0.24348928034305573, 0.1424546241760254]",0.8411665307384367,0.8893852771726509,0.8024984534333779,0.843710825426298,0.1883500106393582,0.12034511710143458
celeba,zenith,ddp + deo,16,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,17,post,"[0.04863574355840683, 0.04912406578660011]",0.8520514501676448,0.8332651413785096,0.8559922753606725,0.8444758238494685,0.1939115390481177,0.15768804055474805
celeba,zenith,ddp + deo,17,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,18,post,"[0.182002991437912, 0.091379314661026]",0.835015112020853,0.9015934801119085,0.7871099783750386,0.8404710975955467,0.18536267411612367,0.1102117992471513
celeba,zenith,ddp + deo,18,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp + deo,19,post,"[0.39922454953193665, 0.19506631791591644]",0.8338210758053082,0.9034291338147317,0.7845016324178989,0.8397757116939317,0.18524909246247767,0.10916252148548233
celeba,zenith,ddp + deo,19,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,0,post,"[0.04594167694449425, 0.04858771339058876]",0.8521793826193104,0.8279572270570933,0.8601544011212462,0.8437487674459225,0.19386173285802688,0.15967533716612636
celeba,zenith,ddp_kl + deo_kl,0,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,1,post,"[0.4269288182258606, 0.45157521963119507]",0.8521633910628521,0.8279129944377481,0.8601578566422721,0.8437274612333213,0.19381602107993012,0.15960765412580424
celeba,zenith,ddp_kl + deo_kl,1,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,2,post,"[0.050786130130290985, 0.05367788299918175]",0.8521740521004909,0.8280567504506198,0.8600700625969103,0.8437598593771127,0.19388194765848216,0.15963227595950757
celeba,zenith,ddp_kl + deo_kl,2,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,3,post,"[0.05215155705809593, 0.0551227442920208]",0.8521793826193104,0.8280567504506198,0.8600799411926858,0.8437646130876926,0.19387280530286283,0.15963227595950757
celeba,zenith,ddp_kl + deo_kl,3,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,4,post,"[0.0948631763458252, 0.09113433957099915]",0.8522486793639625,0.8397562782674083,0.8516603676247939,0.8456664328110558,0.19345246476237238,0.15414151145530808
celeba,zenith,ddp_kl + deo_kl,4,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,5,post,"[0.46539226174354553, 0.1649390608072281]",0.8205214313509134,0.9226813813847021,0.757730414014185,0.8321100185491752,0.17220388126557834,0.09081013019832551
celeba,zenith,ddp_kl + deo_kl,5,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,6,post,"[0.19621437788009644, 0.17564363777637482]",0.8516516612561901,0.8478176731430593,0.844958506452715,0.8463856751744238,0.19267623881967533,0.14894425830492253
celeba,zenith,ddp_kl + deo_kl,6,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,7,post,"[0.08991584926843643, 0.09107404202222824]",0.852040789130006,0.8329112804237485,0.8562318115678429,0.8444105628394778,0.1938709642785032,0.15797680543338155
celeba,zenith,ddp_kl + deo_kl,7,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,8,post,"[0.3889460265636444, 0.16034351289272308]",0.8271525967622428,0.9144762304961794,0.7700695601970406,0.8360833080578304,0.17954028023482077,0.09979204843821077
celeba,zenith,ddp_kl + deo_kl,8,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,9,post,"[0.08329960703849792, 0.06406553834676743]",0.8497220134435685,0.864548661410357,0.8306188579017264,0.8472441968833309,0.1910010332367303,0.13928504576123757
celeba,zenith,ddp_kl + deo_kl,9,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,10,post,"[0.35378068685531616, 0.04847103729844093]",0.7607076796784631,0.9570501266158729,0.6785126299449645,0.7940638117301649,0.07796601982569362,0.040451431578497954
celeba,zenith,ddp_kl + deo_kl,10,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,11,post,"[0.05317765101790428, 0.05626518651843071]",0.8521527300252133,0.8278466455087304,0.8601877491928164,0.8437073852430379,0.19383423320681703,0.15970147761266462
celeba,zenith,ddp_kl + deo_kl,11,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,12,post,"[0.132701575756073, 0.03945893421769142]",0.8113849220944674,0.9304994968539549,0.7430438429952757,0.8262731004143836,0.1587229944767009,0.08064994121358982
celeba,zenith,ddp_kl + deo_kl,12,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,13,post,"[0.04412440210580826, 0.04461735859513283]",0.8520354586111867,0.8330660945914564,0.8561087309794652,0.8444302463738875,0.1938510398154557,0.15772532595614985
celeba,zenith,ddp_kl + deo_kl,13,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,14,post,"[0.8703574538230896, 0.1763864904642105]",0.7891619891364027,0.9440457365284028,0.7122321964893547,0.811916593356951,0.12328309648933444,0.0601105973108883
celeba,zenith,ddp_kl + deo_kl,14,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,15,post,"[0.10384287685155869, 0.0861426517367363]",0.8508734055085582,0.8563988012960158,0.8378319900470601,0.8470136602758304,0.1915791891063635,0.14376088868894754
celeba,zenith,ddp_kl + deo_kl,15,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,16,post,"[0.30860763788223267, 0.1964024305343628]",0.8443755030677136,0.8827172098063717,0.8111142723596236,0.8454023140670921,0.1886825997373182,0.12425579519345298
celeba,zenith,ddp_kl + deo_kl,16,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,17,post,"[0.4566901922225952, 0.22443044185638428]",0.8341782205662077,0.9029978657761166,0.7852204432905429,0.8400008229352042,0.18506366200170665,0.10938167805538801
celeba,zenith,ddp_kl + deo_kl,17,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,18,post,"[0.7421939373016357, 0.1813993602991104]",0.8007665286062292,0.9372892039234333,0.7277722921049242,0.8193488515969376,0.1432984580545652,0.07130913512132475
celeba,zenith,ddp_kl + deo_kl,18,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
celeba,zenith,ddp_kl + deo_kl,19,post,"[0.30439966917037964, 0.23638629913330078]",0.8499032510834279,0.8635755437847641,0.8315391577490284,0.8472546190316036,0.19112036226195978,0.1397983363594233
celeba,zenith,ddp_kl + deo_kl,19,baseline,,0.8520781027617418,0.8345147128750097,0.8551291203499111,0.8446961641351675,0.1940681930276295,0.15735358389939635
compas,topsis,ddp,0,post,"[0.2446291148662567, 0.3082338869571686]",0.6655290102389079,0.4200743494423792,0.738562091503268,0.5355450236966824,0.15076526152145048,0.1674071542492595
compas,topsis,ddp,0,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,1,post,"[0.297311395406723, 0.13884484767913818]",0.5921501706484642,0.8680297397769516,0.534324942791762,0.6614730878186968,0.11795281320436424,0.1068010936431989
compas,topsis,ddp,1,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,2,post,"[0.472295880317688, 0.45675820112228394]",0.6791808873720137,0.5743494423791822,0.6776315789473685,0.6217303822937625,0.18698937281159775,0.1631920710868079
compas,topsis,ddp,2,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,3,post,"[0.6383347511291504, 0.4828770160675049]",0.6774744027303754,0.7304832713754646,0.6277955271565495,0.6752577319587629,0.17229370543456174,0.08452950558213712
compas,topsis,ddp,3,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,4,post,"[0.7465714812278748, 0.5085060596466064]",0.6621160409556314,0.7788104089219331,0.6020114942528736,0.6790923824959482,0.16298487433078013,0.1101617680565049
compas,topsis,ddp,4,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,5,post,"[0.5186278820037842, 0.6531198024749756]",0.6655290102389079,0.4200743494423792,0.738562091503268,0.5355450236966824,0.15076526152145048,0.1674071542492595
compas,topsis,ddp,5,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,6,post,"[0.8058111071586609, 0.5820236206054688]",0.6723549488054608,0.7527881040892194,0.6173780487804879,0.678391959798995,0.17067765455258543,0.07985873775347463
compas,topsis,ddp,6,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,7,post,"[0.6527243852615356, 0.18113966286182404]",0.5187713310580204,0.9330855018587361,0.487378640776699,0.6403061224489796,0.049738454923048625,0.07530189109136476
compas,topsis,ddp,7,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,8,post,"[0.18666666746139526, 0.23675547540187836]",0.6655290102389079,0.4163568773234201,0.7417218543046358,0.5333333333333333,0.14655029840237777,0.16307814992025516
compas,topsis,ddp,8,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,9,post,"[0.6942701935768127, 0.027591828256845474]",0.45819112627986347,0.9981412639405205,0.45858240819812124,0.6284376828554711,0.0010537407797681642,0.0021645021645021467
compas,topsis,ddp,9,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,10,post,"[0.7677373886108398, 0.3565347194671631]",0.5887372013651877,0.8698884758364313,0.5318181818181819,0.6600846262341326,0.11319916645796613,0.09364319890635675
compas,topsis,ddp,10,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,11,post,"[0.23094315826892853, 0.29094746708869934]",0.6655290102389079,0.4200743494423792,0.738562091503268,0.5355450236966824,0.15076526152145048,0.1674071542492595
compas,topsis,ddp,11,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,12,post,"[0.18769104778766632, 0.23697109520435333]",0.6663822525597269,0.4200743494423792,0.740983606557377,0.5361803084223014,0.1497115207416823,0.1674071542492595
compas,topsis,ddp,12,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,13,post,"[0.12902207672595978, 0.12471604347229004]",0.6800341296928327,0.5762081784386617,0.6783369803063457,0.6231155778894473,0.18804311359136597,0.16535657325131004
compas,topsis,ddp,13,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,14,post,"[0.5549857020378113, 0.15447303652763367]",0.5196245733788396,0.9330855018587361,0.4878522837706511,0.6407147415443523,0.04868471414328046,0.07530189109136476
compas,topsis,ddp,14,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,15,post,"[0.15558916330337524, 0.1949005275964737]",0.6655290102389079,0.42193308550185876,0.737012987012987,0.5366430260047281,0.1528727430809868,0.16957165641376165
compas,topsis,ddp,15,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,16,post,"[0.052063096314668655, 0.054429903626441956]",0.6672354948805461,0.5018587360594795,0.6887755102040817,0.5806451612903226,0.18046846574397407,0.1553884711779449
compas,topsis,ddp,16,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,17,post,"[0.04336953163146973, 0.04683113098144531]",0.6655290102389079,0.483271375464684,0.6951871657754011,0.5701754385964912,0.17257722313315407,0.1643882433356117
compas,topsis,ddp,17,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,18,post,"[0.18906287848949432, 0.23755989968776703]",0.6655290102389079,0.42193308550185876,0.737012987012987,0.5366430260047281,0.1528727430809868,0.16957165641376165
compas,topsis,ddp,18,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp,19,post,"[0.7344095706939697, 0.49766504764556885]",0.6578498293515358,0.7788104089219331,0.5977175463623395,0.6763518966908797,0.1461013953796066,0.1101617680565049
compas,topsis,ddp,19,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,0,post,"[0.7677809596061707, 0.21099257469177246]",0.5196245733788396,0.9368029739776952,0.4878993223620523,0.6416295353278166,0.04182358583734591,0.04898610161768058
compas,topsis,deo,0,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,1,post,"[0.03557366877794266, 0.7819902300834656]",0.5503412969283277,0.022304832713754646,0.9230769230769231,0.043557168784029036,0.0136986301369863,0.025974025974025976
compas,topsis,deo,1,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,2,post,"[0.4598005414009094, 0.5134910941123962]",0.6629692832764505,0.4591078066914498,0.7037037037037037,0.5556805399325084,0.17049336804850043,0.16689450899977215
compas,topsis,deo,2,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,3,post,"[0.6522747278213501, 0.16829216480255127]",0.515358361774744,0.9386617100371747,0.4855769230769231,0.6400506970849176,0.02704758844570876,0.051150603782182724
compas,topsis,deo,3,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,4,post,"[0.160012885928154, 0.17847001552581787]",0.6621160409556314,0.4591078066914498,0.7017045454545454,0.5550561797752809,0.1715471088282686,0.16689450899977215
compas,topsis,deo,4,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,5,post,"[0.062019720673561096, 0.05998380109667778]",0.6791808873720137,0.5743494423791822,0.6776315789473685,0.6217303822937625,0.18698937281159775,0.1631920710868079
compas,topsis,deo,5,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,6,post,"[0.14709605276584625, 0.1635648012161255]",0.6629692832764505,0.46096654275092935,0.7025495750708215,0.5566778900112234,0.17260084960803676,0.16905901116427435
compas,topsis,deo,6,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,7,post,"[0.6690200567245483, 0.4567185640335083]",0.6621160409556314,0.7769516728624535,0.6023054755043228,0.6785714285714286,0.1664154384837474,0.10799726589200276
compas,topsis,deo,7,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,8,post,"[0.9085299968719482, 0.027263347059488297]",0.4590443686006826,1.0,0.4590443686006826,0.6292397660818714,0.0,0.0
compas,topsis,deo,8,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,9,post,"[0.21940653026103973, 0.2754266560077667]",0.6655290102389079,0.42193308550185876,0.737012987012987,0.5366430260047281,0.1528727430809868,0.16957165641376165
compas,topsis,deo,9,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,10,post,"[0.8899168372154236, 0.23011955618858337]",0.515358361774744,0.9386617100371747,0.4855769230769231,0.6400506970849176,0.02704758844570876,0.051150603782182724
compas,topsis,deo,10,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,11,post,"[0.4181153178215027, 0.02139264903962612]",0.4590443686006826,0.9981412639405205,0.45897435897435895,0.6288056206088993,0.0021074815595363283,0.0021645021645021467
compas,topsis,deo,11,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,12,post,"[0.14061239361763, 0.1564989537000656]",0.6629692832764505,0.46096654275092935,0.7025495750708215,0.5566778900112234,0.17260084960803676,0.16905901116427435
compas,topsis,deo,12,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,13,post,"[0.09045887738466263, 0.6549820899963379]",0.5708191126279863,0.08178438661710037,0.8301886792452831,0.14890016920473773,0.03923412419020257,0.0645933014354067
compas,topsis,deo,13,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,14,post,"[0.06509021669626236, 0.06293284893035889]",0.6791808873720137,0.5743494423791822,0.6776315789473685,0.6217303822937625,0.18698937281159775,0.1631920710868079
compas,topsis,deo,14,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,15,post,"[0.4240657687187195, 0.5290407538414001]",0.6672354948805461,0.4256505576208178,0.7387096774193549,0.5400943396226415,0.1549802246405232,0.173900660742766
compas,topsis,deo,15,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,16,post,"[0.5089460611343384, 0.5676535964012146]",0.6621160409556314,0.4591078066914498,0.7017045454545454,0.5550561797752809,0.1715471088282686,0.16689450899977215
compas,topsis,deo,16,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,17,post,"[0.13506020605564117, 0.1496981680393219]",0.6629692832764505,0.4628252788104089,0.7014084507042253,0.5576707726763718,0.16917028545506954,0.1712235133287765
compas,topsis,deo,17,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,18,post,"[0.5116555094718933, 0.14543931186199188]",0.523037542662116,0.9330855018587361,0.4897560975609756,0.6423544465770953,0.050007796736711296,0.07530189109136476
compas,topsis,deo,18,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,deo,19,post,"[0.19759489595890045, 0.2485426813364029]",0.6655290102389079,0.42193308550185876,0.737012987012987,0.5366430260047281,0.1528727430809868,0.16957165641376165
compas,topsis,deo,19,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,0,post,"[0.8705903887748718, 0.4630718231201172]",0.6100682593856656,0.8327137546468402,0.5496932515337424,0.6622320768662232,0.11670061003558152,0.08099794941900196
compas,topsis,ddp_kl,0,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,1,post,"[0.6648834347724915, 0.037675920873880386]",0.4598976109215017,0.9981412639405205,0.4593669803250642,0.6291739894551845,0.0031612223393044925,0.0021645021645021467
compas,topsis,ddp_kl,1,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,2,post,"[0.17505447566509247, 0.1945655792951584]",0.6629692832764505,0.46096654275092935,0.7025495750708215,0.5566778900112234,0.17260084960803676,0.16905901116427435
compas,topsis,ddp_kl,2,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,3,post,"[0.17570999264717102, 0.2210625559091568]",0.6646757679180887,0.4200743494423792,0.7361563517915309,0.5349112426035503,0.15181900230121864,0.1674071542492595
compas,topsis,ddp_kl,3,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,4,post,"[0.32252612709999084, 0.1474182903766632]",0.5861774744027304,0.8698884758364313,0.5300113250283126,0.6586910626319493,0.11082234308476702,0.09364319890635675
compas,topsis,ddp_kl,4,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,5,post,"[0.13822977244853973, 0.1533777415752411]",0.6629692832764505,0.4628252788104089,0.7014084507042253,0.5576707726763718,0.16917028545506954,0.1712235133287765
compas,topsis,ddp_kl,5,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,6,post,"[0.14743009209632874, 0.15300703048706055]",0.6672354948805461,0.5074349442379182,0.6859296482412061,0.5833333333333334,0.17017677328507233,0.14655958077010706
compas,topsis,ddp_kl,6,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,7,post,"[0.6783760786056519, 0.19617418944835663]",0.5281569965870307,0.9312267657992565,0.49262536873156343,0.6443729903536978,0.047115916211069475,0.07313738892686261
compas,topsis,ddp_kl,7,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,8,post,"[0.22974562644958496, 0.14443498849868774]",0.643344709897611,0.7992565055762082,0.581081081081081,0.672926447574335,0.13735487437803306,0.10332649806334016
compas,topsis,ddp_kl,8,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,9,post,"[0.6837348341941833, 0.4638651907444]",0.6578498293515358,0.7788104089219331,0.5977175463623395,0.6763518966908797,0.1461013953796066,0.1101617680565049
compas,topsis,ddp_kl,9,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
compas,topsis,ddp_kl,10,post,"[0.01964837685227394, 0.44912517070770264]",0.5503412969283277,0.022304832713754646,0.9230769230769231,0.043557168784029036,0.0136986301369863,0.025974025974025976
compas,topsis,ddp_kl,10,baseline,,0.6706484641638225,0.5390334572490706,0.677570093457944,0.6004140786749482,0.17409876811559963,0.1527113237639553
