dataset,selector,objective,run,solution_type,thresholds,acc,rec,prec,f1,ddp,deo
adult,zenith,ddp + deo,14,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp + deo,15,post,"[0.09952686727046967, 0.1463935673236847]",0.8444841506187546,0.502803738317757,0.794179671024884,0.6157619359058208,0.1344635671247134,0.04354077974266518
adult,zenith,ddp + deo,15,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp + deo,16,post,"[0.10671595484018326, 0.15653027594089508]",0.8442525312686122,0.5032042723631509,0.792639327024185,0.6155982033483054,0.13464749908352436,0.044010851820383834
adult,zenith,ddp + deo,16,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp + deo,17,post,"[0.09831821918487549, 0.14514002203941345]",0.8444510621401627,0.5020026702269693,0.7947579792855634,0.6153342606987972,0.13392474762924444,0.0426006355872281
adult,zenith,ddp + deo,17,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp + deo,18,post,"[0.48110485076904297, 0.7032105922698975]",0.8443848851829793,0.5042723631508679,0.7923222152297043,0.616300889287754,0.13508435059693974,0.04526437736096672
adult,zenith,ddp + deo,18,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp + deo,19,post,"[0.4737769067287445, 0.699766218662262]",0.8444510621401627,0.5020026702269693,0.7947579792855634,0.6153342606987972,0.13392474762924444,0.0426006355872281
adult,zenith,ddp + deo,19,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,0,post,"[0.059687018394470215, 0.08185913413763046]",0.8460723975911587,0.5222963951935915,0.7845968712394705,0.627124078230202,0.14052845187654428,0.03993717664867463
adult,zenith,ddp_kl + deo_kl,0,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,1,post,"[0.17756633460521698, 0.2621920704841614]",0.8444510621401627,0.5020026702269693,0.7947579792855634,0.6153342606987972,0.13392474762924444,0.0426006355872281
adult,zenith,ddp_kl + deo_kl,1,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,2,post,"[0.0802130252122879, 0.090219646692276]",0.8475944676063795,0.5728971962616822,0.7530712530712531,0.6507430997876857,0.16121532049076193,0.0495397140196876
adult,zenith,ddp_kl + deo_kl,2,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,3,post,"[0.10746537148952484, 0.15550146996974945]",0.8445834160545298,0.5074766355140187,0.7903930131004366,0.618099032441662,0.13638690353506738,0.0447880829091748
adult,zenith,ddp_kl + deo_kl,3,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,4,post,"[0.08918464928865433, 0.09997621923685074]",0.8475944676063795,0.5732977303070761,0.7528050490883591,0.6509019251174777,0.1612073188886434,0.05000978609740614
adult,zenith,ddp_kl + deo_kl,4,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,5,post,"[0.09034745395183563, 0.10170373320579529]",0.8475944676063795,0.5727636849132176,0.7531601123595506,0.6506901258910966,0.16111735330976756,0.04938302332711475
adult,zenith,ddp_kl + deo_kl,5,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,6,post,"[0.10006491094827652, 0.14838619530200958]",0.8443187082257958,0.5009345794392523,0.7950837041746133,0.6146285527070194,0.13363884768837986,0.04240632781503034
adult,zenith,ddp_kl + deo_kl,6,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,7,post,"[0.061050884425640106, 0.09072589874267578]",0.8443187082257958,0.5006675567423231,0.7953340402969247,0.6145022531749283,0.13359386489894193,0.04315216419826978
adult,zenith,ddp_kl + deo_kl,7,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,8,post,"[0.14972637593746185, 0.21553166210651398]",0.8446165045331215,0.5092122830440587,0.7889946214315267,0.6189548847776696,0.13700768700729365,0.04364740860746669
adult,zenith,ddp_kl + deo_kl,8,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,9,post,"[0.09767082333564758, 0.14400559663772583]",0.8444841506187546,0.5021361815754339,0.7948013524936602,0.6154475535918835,0.1339737312197416,0.042757326279800945
adult,zenith,ddp_kl + deo_kl,9,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,10,post,"[0.08662232756614685, 0.09747974574565887]",0.8476275560849712,0.5728971962616822,0.7532034404072319,0.6507924471069993,0.16116633690026477,0.0495397140196876
adult,zenith,ddp_kl + deo_kl,10,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,11,post,"[0.10416155308485031, 0.15188860893249512]",0.844417973661571,0.5046728971962616,0.7921207041072925,0.6165389006687326,0.13532926854942567,0.045734449438685265
adult,zenith,ddp_kl + deo_kl,11,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,12,post,"[0.26742592453956604, 0.39653149247169495]",0.8443187082257958,0.5009345794392523,0.7950837041746133,0.6146285527070194,0.13363884768837986,0.04240632781503034
adult,zenith,ddp_kl + deo_kl,12,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,13,post,"[0.1119869276881218, 0.16465459764003754]",0.8444841506187546,0.502803738317757,0.794179671024884,0.6157619359058208,0.1344635671247134,0.04354077974266518
adult,zenith,ddp_kl + deo_kl,13,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,14,post,"[0.09809345006942749, 0.14773070812225342]",0.8439216464826947,0.49692923898531377,0.7968315135945194,0.6121207137570923,0.13234429635237077,0.04300169587977021
adult,zenith,ddp_kl + deo_kl,14,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,15,post,"[0.10742981731891632, 0.15605375170707703]",0.8443848851829793,0.5057409879839786,0.7909793276258091,0.6169883541004968,0.1355581832976745,0.04381032167411281
adult,zenith,ddp_kl + deo_kl,15,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,16,post,"[0.4360079765319824, 0.6435465216636658]",0.8444510621401627,0.5020026702269693,0.7947579792855634,0.6153342606987972,0.13392474762924444,0.0426006355872281
adult,zenith,ddp_kl + deo_kl,16,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,17,post,"[0.10986429452896118, 0.16068466007709503]",0.8443187082257958,0.503871829105474,0.7923577577157254,0.6160124051252754,0.13488841623495101,0.04479430528324807
adult,zenith,ddp_kl + deo_kl,17,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,18,post,"[0.11564997583627701, 0.16924236714839935]",0.8443517967043875,0.503871829105474,0.7925241495170097,0.6160626836434868,0.13499038421700466,0.04479430528324807
adult,zenith,ddp_kl + deo_kl,18,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
adult,zenith,ddp_kl + deo_kl,19,post,"[0.09088020771741867, 0.10168363153934479]",0.8474290252134207,0.5735647530040053,0.7519691930684403,0.6507611906384912,0.16149721963056723,0.050323167482551945
adult,zenith,ddp_kl + deo_kl,19,baseline,,0.8486863873999073,0.6026702269692924,0.7386679757813779,0.6637747224468789,0.1732941584483545,0.05800129425380729
bank,topsis,ddp,0,post,"[0.43184328079223633, 0.4815407693386078]",0.9009963258415808,0.31652026069708133,0.6586084905660378,0.4275598086124402,0.01797964439040735,0.018041660307961005
bank,topsis,ddp,0,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,1,post,"[0.08911024779081345, 1.4496451616287231]",0.885637681639138,0.04052139416265231,0.6745283018867925,0.0764501470195135,0.0009509637680996221,0.0034027929367175178
bank,topsis,ddp,1,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,2,post,"[0.07286239415407181, 1.0402127504348755]",0.8860679884810169,0.045621989232077075,0.6851063829787234,0.08554729011689692,0.0012100395407205486,0.0029015015560316243
bank,topsis,ddp,2,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,3,post,"[0.08051910251379013, 1.2902040481567383]",0.8857038826917348,0.04108812694814395,0.677570093457944,0.07747795885653219,0.0011177972682664562,0.002210897823487483
bank,topsis,ddp,3,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,4,post,"[0.08529020100831985, 0.0895310491323471]",0.901095627420476,0.32785491640691417,0.652566271855612,0.4364390795926066,0.018594450969288634,0.01801944508299802
bank,topsis,ddp,4,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,5,post,"[0.07503128796815872, 1.0600953102111816]",0.8860348879547185,0.045621989232077075,0.6822033898305084,0.08552456839309429,0.0011551638341958277,0.0029015015560316243
bank,topsis,ddp,5,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,6,post,"[0.16013100743293762, 0.17415626347064972]",0.9008639237363875,0.32077075658826865,0.6543352601156069,0.43050009507510933,0.018464842130905164,0.022436089373459867
bank,topsis,ddp,6,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,7,post,"[0.07009065896272659, 1.1380746364593506]",0.885637681639138,0.04052139416265231,0.6745283018867925,0.0764501470195135,0.0009509637680996221,0.0034027929367175178
bank,topsis,ddp,7,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,8,post,"[0.06758295744657516, 0.9606560468673706]",0.8860679884810169,0.045621989232077075,0.6851063829787234,0.08554729011689692,0.0012100395407205486,0.0029015015560316243
bank,topsis,ddp,8,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,9,post,"[0.06877385824918747, 0.9020463228225708]",0.8860679884810169,0.04902238594502692,0.667953667953668,0.09134107708553327,0.0009993622369923374,0.004839699444104242
bank,topsis,ddp,9,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,10,post,"[0.2346266657114029, 0.26218676567077637]",0.9009632253152825,0.3162368943043355,0.6584070796460177,0.42725880551301687,0.018034520096932072,0.01858190882227756
bank,topsis,ddp,10,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,11,post,"[0.06728646904230118, 0.8852664828300476]",0.8860679884810169,0.0487390195522811,0.669260700389105,0.09086106708927628,0.0009708211934336426,0.00543564700071926
bank,topsis,ddp,11,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,12,post,"[0.08836597949266434, 1.4205684661865234]",0.8857038826917348,0.04108812694814395,0.677570093457944,0.07747795885653219,0.0011177972682664562,0.002210897823487483
bank,topsis,ddp,12,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,13,post,"[0.07980091869831085, 1.2889236211776733]",0.8856707821654364,0.04080476055539813,0.676056338028169,0.0769641902725815,0.0010343805181830387,0.0028068453801025003
bank,topsis,ddp,13,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,14,post,"[0.16909733414649963, 0.18672966957092285]",0.9008639237363875,0.3182204590535562,0.6559579439252337,0.4285441709597405,0.018346265195485045,0.020481149576719482
bank,topsis,ddp,14,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,15,post,"[0.08682458847761154, 0.0957299992442131]",0.900830823210089,0.3182204590535562,0.655575014594279,0.4284624189240748,0.018291389488960322,0.020481149576719482
bank,topsis,ddp,15,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,16,post,"[0.24246971309185028, 0.26242032647132874]",0.9008639237363875,0.3216208557665061,0.6538018433179723,0.4311490978157645,0.018412172804973106,0.02081534383051009
bank,topsis,ddp,16,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,17,post,"[0.08728183805942535, 1.4073104858398438]",0.8857038826917348,0.04108812694814395,0.677570093457944,0.07747795885653219,0.0011177972682664562,0.002210897823487483
bank,topsis,ddp,17,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,18,post,"[0.3732166588306427, 0.4134063720703125]",0.9009632253152825,0.3176537262680646,0.6574780058651026,0.42835307604126865,0.018315517771333688,0.019289254463489447
bank,topsis,ddp,18,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp,19,post,"[0.11917182803153992, 0.13266070187091827]",0.9009963258415808,0.3168036270898271,0.6584216725559482,0.4277788406351636,0.018146477890574178,0.018637607864576022
bank,topsis,ddp,19,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,0,post,"[0.08704400062561035, 0.09583722054958344]",0.900830823210089,0.31850382544630207,0.6553935860058309,0.4286803966437834,0.01818163807591088,0.019940901062402927
bank,topsis,deo,0,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,1,post,"[0.09277771413326263, 0.09993913024663925]",0.9008970242626858,0.3227543213374894,0.6534710269650029,0.4320940819423369,0.018304627772516346,0.019790545844175333
bank,topsis,deo,1,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,2,post,"[0.09228058904409409, 0.09857021272182465]",0.9007646221574923,0.32360442051572685,0.6514546491728466,0.4324119651647103,0.01858562544691795,0.020442192443088814
bank,topsis,deo,2,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,3,post,"[0.5573984980583191, 0.6196272969245911]",0.9010294263678793,0.31708699348257297,0.6586227192466156,0.428079571537873,0.018229894640657593,0.01923355542119104
bank,topsis,deo,3,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,4,post,"[0.09130110591650009, 0.10105227679014206]",0.9009963258415808,0.3182204590535562,0.6574941451990632,0.42887149131181973,0.018427475564975794,0.020481149576719482
bank,topsis,deo,4,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,5,post,"[0.1781764179468155, 0.19674181938171387]",0.9008639237363875,0.3182204590535562,0.6559579439252337,0.4285441709597405,0.018346265195485045,0.020481149576719482
bank,topsis,deo,5,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,6,post,"[0.49410924315452576, 0.5466604828834534]",0.9009632253152825,0.3182204590535562,0.6571094207138678,0.42878961435662466,0.01837259985845107,0.020481149576719482
bank,topsis,deo,6,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,7,post,"[0.07881812006235123, 0.08512366563081741]",0.9008639237363875,0.32218758855199775,0.653448275862069,0.4315809451508825,0.018330962435482358,0.0208710428728085
bank,topsis,deo,7,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,8,post,"[0.567383348941803, 0.6268515586853027]",0.9008970242626858,0.3182204590535562,0.6563413208649912,0.42862595419847327,0.01840114090200977,0.020481149576719482
bank,topsis,deo,8,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,9,post,"[0.47306740283966064, 0.52007657289505]",0.900830823210089,0.3187871918390479,0.6552125800815376,0.428898208158597,0.018210179119469573,0.020536848619017944
bank,topsis,deo,9,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,10,post,"[0.0914214476943016, 0.09722046554088593]",0.9009301247889842,0.32530461887220175,0.6522727272727272,0.43410852713178294,0.01861637287106932,0.019473093499052463
bank,topsis,deo,10,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,11,post,"[0.09112926572561264, 0.09170345962047577]",0.9012611300519678,0.33493907622555963,0.6501650165016502,0.4421170749953245,0.01916747822105521,0.02269236935998903
bank,topsis,deo,11,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,12,post,"[0.09500610828399658, 0.09047665446996689]",0.9009963258415808,0.3437234344006801,0.642478813559322,0.44784936311611595,0.020442999658825817,0.019579018267354142
bank,topsis,deo,12,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,13,post,"[0.06720095127820969, 0.07321334630250931]",0.900830823210089,0.3204873901955228,0.6541353383458647,0.4302015975656143,0.01838142538082175,0.02184014181684485
bank,topsis,deo,13,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,14,post,"[0.07171318680047989, 0.0796661227941513]",0.9009963258415808,0.31708699348257297,0.658235294117647,0.4279977051061388,0.018313311390741008,0.01923355542119104
bank,topsis,deo,14,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,15,post,"[0.09114453196525574, 0.08398935198783875]",0.9010294263678793,0.3510909606120714,0.6389891696750902,0.45318215069495243,0.020410187758227775,0.015758321533507313
bank,topsis,deo,15,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,16,post,"[0.0797097235918045, 0.08257229626178741]",0.901194928999371,0.32955511476338906,0.6526374859708193,0.437958953116174,0.01865373943699869,0.019322738280824925
bank,topsis,deo,16,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,17,post,"[0.08915349096059799, 0.09686293452978134]",0.9008970242626858,0.32105412298101443,0.6545349508954361,0.43079847908745245,0.01840996642438044,0.021895840859143256
bank,topsis,deo,17,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,18,post,"[0.08708038181066513, 0.09446839243173599]",0.900830823210089,0.32105412298101443,0.6537795729948067,0.4306347396427214,0.01843850746793914,0.021895840859143256
bank,topsis,deo,18,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,deo,19,post,"[0.522602915763855, 0.5763087868690491]",0.900830823210089,0.3182204590535562,0.655575014594279,0.4284624189240748,0.018291389488960322,0.020481149576719482
bank,topsis,deo,19,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,0,post,"[0.5558271408081055, 0.6181157827377319]",0.9010294263678793,0.31708699348257297,0.6586227192466156,0.428079571537873,0.018229894640657593,0.01923355542119104
bank,topsis,ddp_kl,0,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,1,post,"[0.05559278279542923, 0.8827376961708069]",0.8857700837443315,0.04165485973363559,0.6805555555555556,0.07850467289719626,0.001146338311825151,0.002155198781189048
bank,topsis,ddp_kl,1,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,2,post,"[0.09050372242927551, 0.0984870120882988]",0.9008639237363875,0.32077075658826865,0.6543352601156069,0.43050009507510933,0.018464842130905164,0.022436089373459867
bank,topsis,ddp_kl,2,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,3,post,"[0.08861228078603745, 0.08977174013853073]",0.901194928999371,0.33323887786908474,0.6504424778761062,0.4406970207982012,0.019301357916478003,0.02252527223309375
bank,topsis,ddp_kl,3,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,4,post,"[0.04259156435728073, 0.04166350141167641]",0.9009963258415808,0.33890620572400115,0.645091693635383,0.4443618799925692,0.020510971744760548,0.023082262656078045
bank,topsis,ddp_kl,4,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,5,post,"[0.5712720155715942, 0.6349374651908875]",0.9010294263678793,0.31708699348257297,0.6586227192466156,0.428079571537873,0.018229894640657593,0.01923355542119104
bank,topsis,ddp_kl,5,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,6,post,"[0.08604621887207031, 0.09596960991621017]",0.9009963258415808,0.31652026069708133,0.6586084905660378,0.4275598086124402,0.01797964439040735,0.018041660307961005
bank,topsis,ddp_kl,6,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,7,post,"[0.0750134214758873, 1.047469973564148]",0.8861010890073152,0.046472088410314534,0.6833333333333333,0.08702573626956753,0.0010739534647050799,0.003386051028049779
bank,topsis,ddp_kl,7,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,8,post,"[0.05015571042895317, 0.8021656274795532]",0.8857038826917348,0.04108812694814395,0.677570093457944,0.07747795885653219,0.0011177972682664562,0.002210897823487483
bank,topsis,ddp_kl,8,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,9,post,"[0.302407443523407, 0.33939793705940247]",0.9008639237363875,0.315386795126098,0.6578014184397163,0.42635510438613294,0.01792256230328996,0.017930262223364135
bank,topsis,ddp_kl,9,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,10,post,"[0.04616875201463699, 0.8796074390411377]",0.8851080732183642,0.03258713516576934,0.6686046511627907,0.0621453661172656,0.000795020266750132,0.0030463834579639616
bank,topsis,ddp_kl,10,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,11,post,"[0.06150183081626892, 1.380427598953247]",0.8844791632186951,0.026636440918107112,0.6308724832214765,0.0511147362697118,0.0005359444941292063,0.004199321437563307
bank,topsis,ddp_kl,11,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,12,post,"[0.6129184365272522, 0.680961549282074]",0.9009963258415808,0.31708699348257297,0.658235294117647,0.4279977051061388,0.018313311390741008,0.01923355542119104
bank,topsis,ddp_kl,12,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,13,post,"[0.05506802350282669, 0.897040069103241]",0.8855714805865413,0.039954661377160666,0.6714285714285714,0.07542123562449853,0.0009224227245409264,0.0034584919790159527
bank,topsis,ddp_kl,13,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,14,post,"[0.17431023716926575, 0.19348149001598358]",0.9009963258415808,0.31708699348257297,0.658235294117647,0.4279977051061388,0.018313311390741008,0.01923355542119104
bank,topsis,ddp_kl,14,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,15,post,"[0.1266154646873474, 0.14078229665756226]",0.9010294263678793,0.31708699348257297,0.6586227192466156,0.428079571537873,0.018229894640657593,0.01923355542119104
bank,topsis,ddp_kl,15,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,16,post,"[0.08990266174077988, 0.0968874990940094]",0.9008970242626858,0.3227543213374894,0.6534710269650029,0.4320940819423369,0.018304627772516346,0.019790545844175333
bank,topsis,ddp_kl,16,baseline,,0.9011618284730727,0.3355058090110513,0.6487671232876713,0.442286141202839,0.019613103015030976,0.023884264473219063
bank,topsis,ddp_kl,17,post,"[0.03732122480869293, 0.9030053615570068]",0.8844129621660984,0.02521960895437801,0.6312056737588653,0.048501362397820165,0.0005600727765025628,0.0037704710078435844
